candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,277,2085,308,902,False,0.108255,0.049338,365,0.977876,N/A,N/A
2,split,276,2087,938,1742,False,0.129397,0.067698,680,0.977913,N/A,N/A
3,split,275,2095,1769,2868,True,0.022651,0.013096,75,0.978022,N/A,N/A
