candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,276,2085,794,1470,False,0.119998,0.062533,570,0.977888,N/A,N/A
2,split,277,2084,1492,1996,False,0.069272,0.036263,241,0.977864,N/A,N/A
3,split,277,2086,2235,2939,False,0.077769,0.041174,393,0.977888,N/A,N/A
4,split,277,2084,2970,3261,False,0.119434,0.063504,251,0.977864,N/A,N/A
