candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,396,833,309,681,True,0.031151,0.015286,16,0.908467,N/A,N/A
2,split,1118,1434,309,681,True,0.025988,0.015312,12,0.873418,N/A,N/A
3,split,270,2083,1404,3261,False,0.108649,0.057735,1453,0.977937,N/A,N/A
