candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,816,1593,797,1032,False,0.055188,0.02758,37,0.94852,N/A,N/A
2,split,302,2109,1080,1632,True,0.031846,0.017341,123,0.977864,N/A,N/A
3,split,302,2110,2111,2602,False,0.063806,0.034121,220,0.977876,N/A,N/A
4,split,301,2112,2655,3261,False,0.085393,0.045416,375,0.977913,N/A,N/A
