candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,304,2114,309,919,False,0.100368,0.04789,370,0.977901,N/A,N/A
2,split,304,2117,959,3260,False,0.107749,0.05675,1680,0.977937,N/A,N/A
