candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,315,2006,293,1416,False,0.113571,0.068689,111,0.976345,N/A,N/A
2,split,276,2081,1557,1870,True,0.044327,0.023258,96,0.977839,N/A,N/A
3,split,277,2083,1925,2385,False,0.066999,0.035394,212,0.977852,N/A,N/A
4,split,307,2085,2821,3261,False,0.107861,0.05584,300,0.977503,N/A,N/A
