candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,835,1671,True,0.016634,0.009929,57,0.638183,N/A,N/A
2,compound_keep,0,2399,1758,2653,True,0.027802,0.01939,203,0.528554,N/A,N/A
3,split,278,2096,2700,3261,False,0.127797,0.067694,491,0.977998,N/A,N/A
