candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,1135,2273,True,0.012769,0.007994,96,0.598166,N/A,N/A
2,split,276,2089,716,1077,False,0.107401,0.057095,278,0.977937,N/A,N/A
3,split,277,2089,2671,3260,False,0.109355,0.056982,433,0.977925,N/A,N/A
