candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,275,2132,429,1215,True,0.023549,0.014406,64,0.97846,N/A,N/A
2,split,276,2083,1347,1708,False,0.096075,0.05154,255,0.977864,N/A,N/A
3,split,276,2085,1731,2023,False,0.111317,0.058104,214,0.977888,N/A,N/A
4,split,277,2087,2049,2273,False,0.116565,0.060029,164,0.977901,N/A,N/A
5,split,276,2084,2300,3108,False,0.101569,0.053615,576,0.977876,N/A,N/A
