candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,1805,2832,True,0.018268,0.011436,46,0.676115,N/A,N/A
2,split,278,2085,1077,1679,True,0.042722,0.024707,194,0.977864,N/A,N/A
3,split,277,2084,2899,3250,False,0.072821,0.039158,185,0.977864,N/A,N/A
