candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,1571,2313,True,0.012792,0.007819,38,0.445185,N/A,N/A
2,split,301,2114,308,1545,False,0.095248,0.051091,844,0.977937,N/A,N/A
3,split,302,2113,2419,2647,False,0.098354,0.051091,146,0.977913,N/A,N/A
4,split,302,2111,2662,3258,False,0.066981,0.035925,288,0.977888,N/A,N/A
