candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,277,2087,308,1174,False,0.099586,0.048453,554,0.977901,N/A,N/A
2,split,276,2087,1210,2104,False,0.129756,0.068686,792,0.977913,N/A,N/A
3,split,279,1871,2158,2612,True,0.053363,0.030609,50,0.974874,N/A,N/A
4,split,275,2085,2692,3259,False,0.107024,0.056742,408,0.977901,N/A,N/A
