candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,297,1338,True,0.01069,0.00701,25,0.468112,N/A,N/A
2,split,266,2088,1801,2224,False,0.126174,0.068048,386,0.978046,N/A,N/A
3,split,271,2079,2253,2477,False,0.128059,0.065233,190,0.977876,N/A,N/A
4,split,270,2081,2505,3262,False,0.140957,0.073791,729,0.977913,N/A,N/A
