candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,302,1712,464,1316,True,0.026751,0.016336,15,0.971631,N/A,N/A
2,split,301,2111,1412,1829,False,0.107817,0.056714,317,0.977901,N/A,N/A
3,split,303,1506,1850,2442,True,0.039765,0.022855,120,0.96675,N/A,N/A
4,split,302,2110,2900,3261,False,0.124543,0.065883,315,0.977876,N/A,N/A
