candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,302,2114,609,904,False,0.111337,0.05926,238,0.977925,N/A,N/A
2,split,302,2111,929,1353,False,0.140249,0.073792,402,0.977888,N/A,N/A
3,split,302,1591,1428,1905,True,0.023612,0.013981,28,0.968968,N/A,N/A
4,split,302,2114,2281,2771,False,0.116568,0.061994,427,0.977925,N/A,N/A
5,split,302,2110,2813,3249,True,0.034254,0.01859,113,0.977876,N/A,N/A
