candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,301,2111,308,985,False,0.08181,0.041528,363,0.977901,N/A,N/A
2,split,360,2111,1038,1412,False,0.108754,0.057089,273,0.977156,N/A,N/A
3,split,425,2064,1454,2085,True,0.031271,0.017464,31,0.975595,N/A,N/A
4,split,404,2110,2138,2438,False,0.093429,0.048167,176,0.976553,N/A,N/A
5,split,360,2111,2454,3261,False,0.075165,0.039579,397,0.977156,N/A,N/A
