candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,360,1909,304,1011,False,0.068107,0.015372,68,0.974177,N/A,N/A
2,split,333,2109,1161,1783,False,0.077736,0.040541,323,0.977477,N/A,N/A
3,split,333,2110,1805,2326,False,0.070264,0.037246,257,0.97749,N/A,N/A
4,split,360,2112,2357,3240,False,0.071676,0.03803,426,0.977169,N/A,N/A
