candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,277,2094,623,1025,False,0.08909,0.047914,252,0.977986,N/A,N/A
2,split,276,2084,1578,1927,False,0.078497,0.040657,175,0.977876,N/A,N/A
3,split,276,2084,2418,2876,True,0.044946,0.024475,156,0.977876,N/A,N/A
