candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,308,2112,303,650,False,0.06677,0.034573,150,0.977827,N/A,N/A
2,split,797,1623,708,2114,True,0.033673,0.01961,30,0.951574,N/A,N/A
3,split,309,2114,2174,2504,False,0.059253,0.031816,140,0.977839,N/A,N/A
4,split,308,2116,3032,3261,False,0.098666,0.052332,153,0.977876,N/A,N/A
