candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,301,1846,378,1282,True,0.025812,0.014897,27,0.97411,N/A,N/A
2,split,301,2112,1908,2409,False,0.081614,0.042862,264,0.977913,N/A,N/A
3,split,302,2111,2444,2878,False,0.069172,0.03619,196,0.977888,N/A,N/A
