candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,842,1930,True,0.01307,0.007501,48,0.677782,N/A,N/A
2,split,303,2110,2129,2352,False,0.100575,0.051618,141,0.977864,N/A,N/A
3,split,301,2110,2384,2915,False,0.072584,0.03887,294,0.977888,N/A,N/A
