candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,2988,3276,True,0.036065,0.020023,95,0.687787,N/A,N/A
2,split,447,1904,314,1372,True,0.022175,0.013398,78,0.972546,N/A,N/A
3,split,291,2081,1495,1979,False,0.073632,0.038105,239,0.977654,N/A,N/A
4,split,385,2081,2015,2374,False,0.060527,0.031611,136,0.976415,N/A,N/A
5,split,261,2081,2413,2952,False,0.065547,0.035054,267,0.978022,N/A,N/A
