candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,333,2114,303,1030,False,0.088896,0.046523,430,0.977541,N/A,N/A
2,split,427,2109,1072,1628,False,0.060252,0.031563,206,0.976219,N/A,N/A
3,split,304,2110,1660,2021,False,0.062704,0.034531,174,0.977852,N/A,N/A
4,split,430,2110,2058,2500,False,0.058302,0.031678,171,0.97619,N/A,N/A
5,split,301,2112,2904,3261,False,0.125311,0.066443,304,0.977913,N/A,N/A
