candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,305,2114,308,777,False,0.098424,0.0511,324,0.977888,N/A,N/A
2,split,304,2113,1307,1598,False,0.126546,0.067184,261,0.977888,N/A,N/A
3,split,304,2114,1619,2030,False,0.121894,0.064552,327,0.977901,N/A,N/A
4,split,305,2117,2056,2550,False,0.114864,0.061595,414,0.977925,N/A,N/A
5,split,304,2115,2573,3260,False,0.121966,0.064968,577,0.977913,N/A,N/A
