candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,774,1549,True,0.019515,0.007968,40,0.647353,N/A,N/A
2,split,302,2111,309,720,False,0.116106,0.061185,323,0.977888,N/A,N/A
3,split,301,2110,1651,2094,True,0.054417,0.027955,161,0.977888,N/A,N/A
4,split,301,2110,2114,3261,False,0.065694,0.034921,537,0.977888,N/A,N/A
