candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,276,2084,309,1001,False,0.069861,0.036674,341,0.977876,N/A,N/A
2,split,275,1511,1099,1980,True,0.02161,0.01242,20,0.967638,N/A,N/A
3,split,276,2085,2051,2679,False,0.059444,0.031187,258,0.977888,N/A,N/A
4,split,274,2084,2701,3261,False,0.111087,0.057993,423,0.977901,N/A,N/A
