candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,277,2087,305,1742,False,0.086488,0.045555,841,0.977901,N/A,N/A
2,split,277,2085,1761,2428,False,0.121686,0.064197,561,0.977876,N/A,N/A
3,split,275,2088,2696,3329,False,0.114351,0.060452,494,0.977937,N/A,N/A
