candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,336,2113,419,944,False,0.098067,0.051262,337,0.97749,N/A,N/A
2,split,363,2113,975,1462,False,0.089436,0.047101,275,0.977143,N/A,N/A
3,split,363,2115,1489,2131,False,0.081349,0.043085,346,0.977169,N/A,N/A
4,split,337,2113,2384,3011,False,0.098191,0.05199,420,0.977477,N/A,N/A
5,split,433,2113,3037,3261,False,0.10637,0.055814,146,0.97619,N/A,N/A
