candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,275,2095,308,821,False,0.10064,0.05231,335,0.978022,N/A,N/A
2,split,285,2093,1473,1953,False,0.078357,0.038106,224,0.977876,N/A,N/A
3,split,284,2094,2000,3259,False,0.073285,0.039787,665,0.977901,N/A,N/A
