candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,276,2088,309,1307,False,0.115673,0.060898,777,0.977925,N/A,N/A
2,split,267,2084,1326,1769,False,0.072967,0.038275,220,0.977986,N/A,N/A
3,split,277,2088,1786,2376,False,0.108621,0.056747,453,0.977913,N/A,N/A
4,split,276,2086,2395,2752,False,0.119979,0.063698,296,0.977901,N/A,N/A
5,split,276,2086,2771,3261,False,0.11846,0.061989,415,0.977901,N/A,N/A
