candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,2514,3259,False,0.08977,0.008394,21,0.586494,N/A,N/A
2,split,387,2035,351,1563,True,0.011771,0.008074,34,0.975728,N/A,N/A
3,split,307,2117,1585,2185,False,0.083762,0.04329,350,0.977901,N/A,N/A
