candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,277,2085,308,648,False,0.086046,0.045837,232,0.977876,N/A,N/A
2,split,277,2087,674,1284,False,0.108509,0.057364,483,0.977901,N/A,N/A
3,split,278,2083,2360,2837,False,0.091242,0.048457,328,0.977839,N/A,N/A
4,split,276,2084,3037,3261,False,0.120079,0.062873,174,0.977876,N/A,N/A
