candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,278,1944,293,674,True,0.03948,0.021702,98,0.97599,N/A,N/A
2,split,279,2088,691,2398,False,0.090495,0.047555,1054,0.977888,N/A,N/A
3,split,269,2096,2417,2773,False,0.11229,0.05953,283,0.978106,N/A,N/A
4,split,279,2087,2793,3261,False,0.12039,0.063042,382,0.977876,N/A,N/A
