candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,936,1856,True,0.014773,0.008659,63,0.658191,N/A,N/A
2,split,276,2087,309,865,False,0.099659,0.053401,414,0.977913,N/A,N/A
3,split,278,2086,1973,3261,False,0.060018,0.032333,559,0.977876,N/A,N/A
