candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,326,2114,308,714,False,0.0786,0.04141,210,0.977629,N/A,N/A
2,split,299,2104,737,1079,False,0.093054,0.04898,214,0.977839,N/A,N/A
3,split,303,2104,1941,2617,False,0.067663,0.035442,301,0.97779,N/A,N/A
4,split,299,2104,2639,3261,False,0.104918,0.05481,442,0.977839,N/A,N/A
