candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,276,2087,485,1269,False,0.096813,0.051501,523,0.977913,N/A,N/A
2,split,277,2083,1832,2245,False,0.067606,0.036271,203,0.977852,N/A,N/A
3,split,276,2086,2263,3261,False,0.118855,0.062282,811,0.977901,N/A,N/A
