candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,275,1604,537,1391,True,0.023758,0.01365,75,0.969902,N/A,N/A
2,split,274,2084,1748,2483,False,0.112153,0.058775,548,0.977901,N/A,N/A
3,split,277,2087,2709,3130,False,0.075483,0.041433,241,0.977901,N/A,N/A
