candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,303,2109,746,971,False,0.1137,0.05814,171,0.977852,N/A,N/A
2,split,300,2114,997,2156,False,0.11253,0.059175,891,0.977949,N/A,N/A
3,split,301,2112,2735,3259,False,0.101598,0.053924,363,0.977913,N/A,N/A
