candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,294,982,True,0.016399,0.007933,18,0.509796,N/A,N/A
2,split,334,2084,1085,1808,False,0.07337,0.039293,364,0.977143,N/A,N/A
3,split,279,2089,2185,3257,False,0.110363,0.057998,805,0.977901,N/A,N/A
