candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,2106,2671,True,0.012077,0.007234,24,0.438099,N/A,N/A
2,split,276,2086,1474,2077,False,0.070307,0.036731,277,0.977901,N/A,N/A
3,split,277,2084,2780,3003,False,0.05946,0.031551,100,0.977864,N/A,N/A
4,split,277,2085,3037,3261,False,0.119197,0.062631,198,0.977876,N/A,N/A
