candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,276,2084,662,886,False,0.089589,0.048105,145,0.977876,N/A,N/A
2,split,275,2089,1025,1922,True,0.031575,0.016555,148,0.977949,N/A,N/A
3,split,277,2084,2137,2562,False,0.077404,0.041391,233,0.977864,N/A,N/A
4,split,276,2089,2722,3261,False,0.061231,0.032677,248,0.977937,N/A,N/A
