candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,312,955,True,0.012595,0.006878,59,0.514381,N/A,N/A
2,split,276,2085,1870,2556,False,0.118563,0.063198,588,0.977888,N/A,N/A
3,split,272,2087,2582,3013,False,0.068741,0.033348,180,0.977961,N/A,N/A
4,split,276,2085,3037,3261,False,0.127199,0.065479,187,0.977888,N/A,N/A
