candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,334,2084,308,1077,False,0.06834,0.036233,361,0.977143,N/A,N/A
2,split,277,1136,1145,2625,True,0.031861,0.018826,49,0.953434,N/A,N/A
3,split,1442,2083,1145,2625,True,0.025503,0.013927,36,0.937598,N/A,N/A
4,split,334,2084,2743,3276,False,0.064714,0.034151,225,0.977143,N/A,N/A
