candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,547,1803,310,1400,True,0.02634,0.013187,35,0.968153,N/A,N/A
2,split,302,2083,1500,3258,False,0.072827,0.038695,899,0.977541,N/A,N/A
