candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,438,1315,True,0.013921,0.008074,41,0.580659,N/A,N/A
2,split,302,2110,2517,3261,False,0.111616,0.058828,569,0.977876,N/A,N/A
