candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,733,1710,294,1013,True,0.03736,0.021718,30,0.959058,N/A,N/A
2,split,307,2151,1084,2065,True,0.031037,0.018861,53,0.978308,N/A,N/A
3,split,339,2116,2161,3261,False,0.093568,0.048487,702,0.97749,N/A,N/A
