candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,293,1543,True,0.012765,0.00792,55,0.571905,N/A,N/A
2,split,273,2086,1669,2624,False,0.124494,0.065863,828,0.977937,N/A,N/A
3,split,274,2081,2640,2998,False,0.072786,0.037318,177,0.977864,N/A,N/A
