candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,1540,2313,True,0.025031,0.013633,189,0.654856,N/A,N/A
2,compound_keep,0,2399,2398,3259,True,0.020457,0.011785,36,0.622759,N/A,N/A
3,split,304,2113,308,739,False,0.068601,0.03583,195,0.977888,N/A,N/A
4,split,307,2108,1248,1517,False,0.073198,0.039299,137,0.97779,N/A,N/A
