candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,2671,3249,True,0.017577,0.010205,92,0.431013,N/A,N/A
2,split,302,2073,314,1110,True,0.02997,0.017969,95,0.977414,N/A,N/A
3,split,297,2114,1405,2631,False,0.117265,0.062502,1010,0.977986,N/A,N/A
