candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,293,2085,303,699,False,0.058261,0.031079,166,0.977679,N/A,N/A
2,split,320,2085,747,1920,False,0.055184,0.029224,449,0.977337,N/A,N/A
3,split,294,2084,2112,2493,True,0.048014,0.025506,131,0.977654,N/A,N/A
4,split,275,1210,2713,3260,False,0.073617,0.042791,24,0.957219,N/A,N/A
