candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,359,2110,309,753,False,0.083826,0.046565,284,0.977156,N/A,N/A
2,split,302,2112,791,1081,False,0.098809,0.052399,195,0.977901,N/A,N/A
3,split,302,2114,1107,1672,False,0.075722,0.040868,319,0.977925,N/A,N/A
4,split,301,2399,1958,3028,True,0.026387,0.017001,92,0.935653,N/A,N/A
