candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,301,2112,308,798,False,0.139189,0.072664,475,0.977913,N/A,N/A
2,split,302,2107,911,1665,True,0.034871,0.020782,83,0.977839,N/A,N/A
3,split,302,2110,2367,3001,False,0.067013,0.036302,311,0.977876,N/A,N/A
4,split,301,2110,3029,3262,False,0.094226,0.050005,169,0.977888,N/A,N/A
