candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,split,302,2111,308,998,False,0.135416,0.071741,624,0.977888,N/A,N/A
2,split,302,2111,1016,2083,False,0.12125,0.06365,867,0.977888,N/A,N/A
3,split,302,1602,2135,2958,True,0.035789,0.02185,180,0.969231,N/A,N/A
4,split,302,2112,3012,3343,False,0.06096,0.032777,131,0.977901,N/A,N/A
