candidate_index,mode,left,right,top,bottom,cv_keep,fg_ratio,edge_density,cc_big,x_span_ratio,gemini_result,figure_num
1,compound_keep,0,2399,1710,2629,True,0.047927,0.013262,165,0.669446,N/A,N/A
2,split,278,489,609,1078,True,0.019634,0.010166,6,0.810427,N/A,N/A
3,split,879,1476,609,1078,True,0.043283,0.020626,35,0.932998,N/A,N/A
4,split,277,2084,1101,1575,False,0.090145,0.047449,305,0.977864,N/A,N/A
5,split,277,2086,3032,3261,False,0.120733,0.063013,183,0.977888,N/A,N/A
